Internal Name,Item ID,String
item_gauntlets,13,"<ic>Gauntlets of Strength</ic> are used to build a <ic>Bracer</ic>, an item valued for its early game attributes and build up into other items."
item_gauntlets,13,<ic>Gauntlets of Strength</ic> increase a hero's Strength by a small amount which increases a hero's health and regen damage. It also buffs damage if playing a Strength hero.
item_slippers,14,<ic>Slippers of Agility</ic> are often purchased at the start of the game so that the player can combine them with a <ic>Stout Shield</ic> from the side shop when he collects gold later.
item_slippers,14,<ic>Slippers of Agility</ic> can be built into a <ic>Wraith Band</ic> or <ic>Poor Man's Shield</ic> for a strong early game effect.
item_slippers,14,<ic>Slippers of Agility</ic> increase a hero's Agility attribute which increases a hero's attack speed and armor by a small amount while providing additional damage to Agility heroes.
item_mantle,15,"<ic>Mantle of Intelligence</ic> increases a hero's Intelligence which provides them more mana, mana regeneration, spell amplification, and damage if they are an Intelligence hero."
item_mantle,15,<ic>Mantle of Intelligence</ic> can be built into a <ic>Null Talisman</ic> for strong early game stats.
item_branches,16,<ic>Iron Branch</ic> is a common item that provides 1 of each attribute for a low cost. It provides strong value and can be built into common items later on.
item_branches,16,<ic>Iron Branch</ic> can be used to plant a temporary tree in the ground. The tree can be used to block jungle entrances or eaten with a <ic>Tango</ic> for extra healing.
item_belt_of_Strength,17,<ic>Belt of Strength</ic> increases a hero's Strength by a moderate amount but is used to make items like <ic>Power Treads</ic> or <ic>Sange</ic>.
item_boots_of_elves,18,"Boots of Elvenskin increases a hero's Agility by a moderate amount but is used to make items like <ic>Power Treads</ic>, <ic>Dragon Lance</ic>, or <ic>Yasha</ic>."
item_robe,19,"<ic>Robe of the Magi</ic> increases a hero's Intelligence by a moderate amount but is used to make items like <ic>Power Treads</ic>, <ic>Oblivion Staff</ic>, or <ic>Blade Mail</ic>."
item_circlet,20,Circle is a mixed attribute item that combines with other basic components to make more powerful items.
item_ogre_axe,21,"Ogre <hc>Axe</hc> increases a hero's Strength by a large amount and is purchased to build into items like <ic>Black King Bar</ic>, <ic>Dragon Lance</ic>, and <ic>Aghanim's Scepter</ic>."
item_blade_of_alacrity,22,"<ic>Blade of Alacrity</ic> increases a hero's Agility by a large amount and is purchased to build into items like <ic>Diffusal Blade</ic>, <ic>Yasha</ic>, and <ic>Aghanim's Scepter</ic>."
item_staff_of_wizardry,23,"<ic>Staff of Wizardry</ic> increases a hero's Intelligence by a large amount and is purchased to build into items like <ic>Force Staff</ic>, Eul's Scepter, and <ic>Aghanim's Scepter</ic>."
item_ultimate_orb,24,"<ic>Ultimate Orb</ic> provides a large amount of every stat but is expensive. It's combines into many strong items like <ic>Manta Style</ic>, <ic>Linken's Sphere</ic>, and <ic>Silver Edge</ic>."
item_ultimate_orb,24,<ic>Ultimate Orb</ic> can only be purchased outside of each base at either secret shop.
item_gloves,25,"<ic>Gloves of Haste</ic> increase a hero's attack speed by a moderate amount and builds into items like <ic>Power Treads</ic>, <ic>Hand of Midas</ic>, and <ic>Maelstrom</ic>."
item_lifesteal,26,<ic>Morbid Mask</ic> increases a hero's damage and allows them to heal for a portion of the damage them deal to opponents with attacks.
item_lifesteal,26,"<ic>Morbid Mask</ic> builds into stronger lifesteal items like <ic>Satanic</ic>, <ic>Vladmir's Offering</ic>, and <ic>Mask of Madness</ic>."
item_ring_of_regen,27,"<ic>Ring of Regen</ic> slowly heals the hero over time and is combined into better items like <ic>Tranquil Boots</ic>, <ic>Headdress</ic>, and <ic>Hood of Defiance</ic>."
item_ring_of_regen,27,"<ic>Ring of Regen</ic> heals the hero at a much slower pace than consumable regen like <ic>Tango</ic> and <ic>Healing Salve</ic>, but builds into other items later."
item_sobi_mask,28,"<ic>Sage's Mask</ic> increases a hero's current mana regeneration by a percentage amount, making it better when the hero has high Intelligence."
item_sobi_mask,28,"<ic>Sage's Mask</ic> builds into many items like <ic>Ring of Basilius</ic>, <ic>Soul Ring</ic>, and <ic>Medallion of Courage</ic>."
item_boots,29,"<ic>Boots of Speed</ic> are a must buy because movement speed helps chase enemies, avoid danger, rapidly get from place to place, and change the outcome of ganks and fights."
item_boots,29,Heroes gain movement speed from only one pair of boots since it would be unfair for any heroes with less than 3 legs.
item_boots,29,<ic>Boots of Speed</ic> are the basic boots that later build into more specialized options depending on the hero's needs.
item_gem,30,<ic>Gem of True Sight</ic> provides true sight to invisible enemies nearby the gem holder. It's best used for checking multiple locations for enemies or wards.
item_gem,30,<ic>Gem of True Sight</ic> drops from the hero upon death. Any player can pick it up and use it afterwards.
item_cloak,31,<ic>Cloak</ic> increases the hero's magic resistance which makes it a good purchase against heavy magic damage enemies.
item_cloak,31,<ic>Cloak</ic> can build into better magic resistance items like <ic>Hood of Defiance</ic> and <ic>Glimmer Cape</ic>.
item_talisman_of_evasion,32,"<ic>Talisman of Evasion</ic> makes enemy hits against the hero unreliable. It combines into stronger items like <ic>Butterfly</ic>, <ic>Heaven's Halberd</ic>, and <ic>Solar Crest</ic>."
item_magic_stick,34,<ic>Magic Stick</ic> provides charges when nearby heroes cast spells. These charges cam be used to restore health and mana points during fights to stay alive or gain mana for a crucial skill.
item_magic_stick,34,<ic>Magic Stick</ic> is a valuable item against heroes who cast many spells because the player can rely on the extra health and mana.
item_magic_wand,36,"<ic>Magic Wand</ic> gains charges when an enemy casts a spell nearby. When activating <ic>Magic Wand</ic>, it restores health and mana for the amount of charges."
item_magic_wand,36,<ic>Magic Wand</ic> is extremely valuable as a health and mana item because of the cheap attributes and increased charge limit over <ic>Magic Stick</ic>.
item_ghost,37,"<ic>Ghost Scepter</ic> is used to make the hero ethereal for a short time during which the hero cannot be attacked. However, bonus magical damage is taken in this form."
item_ghost,37,<ic>Ghost Scepter</ic> should be purchased on heroes that need to stay alive for a few seconds when targeted by a physical attacking hero.
item_clarity,38,<ic>Clarity</ic> Potions are used to restore a hero's mana pool without walking to the fountain or shrine. It is interrupted by damage so its best to use them away from enemies.
item_clarity,38,<ic>Clarity</ic> Potions are useful to leave in a backpack to restore a hero's mana between fights.
item_enchanted_mango,216,<ic>Enchanted Mango</ic> slowly refills a hero's health points over time and can be consumed to instantly refill a large chunk of a hero's mana if needed.
item_enchanted_mango,216,<ic>Enchanted Mango</ic> is primarily purchased to regen small bits of damage taken in the early game but it can also be combined into a <ic>Soul Ring</ic>.
item_flask,39,<ic>Healing Salve</ic> is a consumable that is used to rapidly heal after narrowly escaping death or taking too much harassment. Its effect is interrupted by damage.
item_flask,39,"<ic>Healing Salve</ic> is primarily used for healing when a lot of damage has been taken, but in a pinch it can be used when juking enemies to heal just enough to turn and fight again."
item_dust,40,<ic>Dust of Appearance</ic> is a consumable that reveals nearby invisible enemies upon use. It works best when ganking a hero that will attempt to go invisible.
item_dust,40,<ic>Dust of Appearance</ic> is valuable against invisible heroes since it temporarily counters their invisibility.
item_dust,40,"<ic>Dust of Appearance</ic> can be used with <ic>Smoke of Deceit</ic> when searching for invisible heroes as the smoke debuff goes away when near enemy heroes, even if you can't see them."
item_bottle,41,<ic>Bottle</ic> is used to refill a hero's health and mana. It can be refilled at the fountain or by grabbing a rune on the map for storage.
item_bottle,41,"<ic>Bottle</ic> is not a consumable despite having limited charges, but it does require the player to refill it or bottle runes to take full advantage."
item_bottle,41,<ic>Bottle</ic> stores runes for later use. You can grab an invisibility rune and save it to avoid the danger or bottle the haste rune to activate when you need to chase down an enemy.
item_ward_observer,42,<ic>Observer Wards</ic> provides vision of enemy movement and are very important to winning a game.
item_ward_observer,42,<ic>Observer Wards</ic> should be placed where a hero's opponents are unlikely to guess their location as you don't want your enemy to predict their location and destroy them.
item_ward_observer,42,<ic>Observer Wards</ic> last for a long time when placed and are invisible to the naked eye as long as a hero's opponents don't put a <ic>Sentry Ward</ic> nearby or have a <ic>Gem of True Sight</ic>.
item_ward_observer,42,"<ic>Observer Wards</ic> grant information that can be used to perform strategic maneuvers against one's enemies, especially when they are in a jungle by themselves attacking creeps."
item_ward_sentry,43,<ic>Sentry Wards</ic> are used to protect an area from invisible heroes or to indicate when they are lurking nearby.
item_ward_sentry,43,<ic>Sentry Wards</ic> are usually used as a defensive measure since it can reveal enemies nearby vulnerable allies.
item_ward_sentry,43,<ic>Sentry Wards</ic> are used often to locate enemy <ic>Observer Wards</ic> because a successful deward returns the gold lost and limits the enemy's vision.
item_tango,44,<ic>Tango</ic> is a common starting item as it allows the player to eat a tree and receive a heal over time. It keeps a hero's health points near full so it's harder for enemies to burst you.
item_tango,44,<ic>Tangos</ic> can be used to cut through trees in rapid succession to make a crazy escape that opponents won't expect.
item_tango,44,<ic>Tangos</ic> come in a pack of 4 and can be shared between allies but cannot be used in rapid succession unless the player is the buyer.
item_courier,45,<ic>Animal Couriers</ic> are used to ferry out purchased items so heroes can continue collecting gold and fighting enemies without having to go to a shop.
item_courier,45,"<ic>Animal Couriers</ic> can be easily killed, especially by invisible heroes who can lie in wait for them to walk between towers. If they are killed, the enemy team gets a large gold bonus."
item_tpscroll,46,<ic>Town Portal Scrolls</ic> teleport a hero from his location to an allied building. It consumes the portal but saves the player time and can be used for strategic advantage.
item_tpscroll,46,<ic>Town Portal Scrolls</ic> can be used to avoid a gank by an enemy hero without a stun as they can not interrupt it's channel.
item_tpscroll,46,"<ic>Town Portal Scrolls</ic> can be used to defend allies in danger in different lanes, to move across the map rapidly, or to return to base when being attacked by split pushing enemies."
item_travel_boots,48,"<ic>Boots of Travel</ic> are more expensive than <ic>Town Portal Scrolls</ic>, but increase a hero's movement speed, have a lower cooldown, and allow teleporting to allied creeps as well as structures."
item_travel_boots,48,<ic>Boots of Travel</ic> can be used to teleport to allied creeps instead of just buildings. It can be used to gank enemies or defend nearby allies.
item_phase_boots,50,<ic>Phase Boots</ic> are a common boot upgrade that increase a hero's damage and can increase movement speed for a short period of time.
item_phase_boots,50,<ic>Phase Boots</ic> are often purchased by melee heroes who need to remain close to enemies to attack them.
item_phase_boots,50,<ic>Phase Boots</ic> should be purchased by heroes who prefer a higher damage attack and bursts of movement speed.
item_demon_edge,51,"<ic>Demon Edge</ic> increases the holder's damage by a large amount and builds into damage items like <ic>Monkey King Bar</ic>, <ic>Daedalus</ic>, and <ic>Divine Rapier</ic>."
item_eagle,52,<ic>Eaglesong</ic> provides a massive amount of Agility and can be built into either a <ic>Butterfly</ic> or <ic>Ethereal Blade</ic>.
item_reaver,53,<ic>Reaver</ic> provides a massive amount of Strength and can be built into either Heart or <ic>Satanic</ic>.
item_relic,54,<ic>Sacred Relic</ic> gives the user a large damage increase and can be built into either <ic>Radiance</ic> or <ic>Divine Rapier</ic>.
item_hyperstone,55,"<ic>Hyperstone</ic> provides a large boost in attack speed and upgrades into items like <ic>Assault Cuirass</ic>, <ic>Moon Shard</ic>, and <ic>Mjollnir</ic>."
item_ring_of_health,56,"<ic>Ring of Health</ic> gives the holder a large amount of regen and is bought as a precursor to items like <ic>Vanguard</ic>, <ic>Battle Fury</ic>, or <ic>Hood of Defiance</ic>."
item_void_stone,57,<ic>Void Stone</ic> provides much more mana regeneration when the hero has high Intelligence.
item_void_stone,57,"<ic>Void Stone</ic> increases the mana regeneration of the hero and can be built into items like <ic>Battle Fury</ic>, Eul's Scepter, or <ic>Linken's Sphere</ic>."
item_mystic_staff,58,"<ic>Mystic Staff</ic> provides a massive amount of Intelligence and can be built into <ic>Scythe of Vyse</ic>, <ic>Shiva's Guard</ic>, or <ic>Octarine Core</ic>."
item_energy_booster,59,<ic>Energy Booster</ic> increases a hero's mana pool and is commonly purchased to upgrade <ic>Boots of Speed</ic> into <ic>Arcane Boots</ic> in the early game.
item_point_booster,60,<ic>Point Booster</ic> increases a hero's max health and max mana and builds into common items like <ic>Bloodstone</ic> and <ic>Aghanim's Scepter</ic>.
item_vitality_booster,61,"<ic>Vitality Booster</ic> increases a hero's max health and builds into items like <ic>Vanguard</ic>, <ic>Bloodstone</ic>, and Heart."
item_power_treads,63,<ic>Power Treads</ic> are very efficient as the attribute it buffs can be changed as needed.
item_power_treads,63,<ic>Power Treads</ic> are valued on heroes who need attack speed and attribute bonuses like extra health.
item_power_treads,63,You can use <ic>Power Treads</ic> to adjust a hero's stats such as lowering the mana cost of a hero's spells with Intelligence treads and increasing regen gained when set to Agility.
item_hand_of_midas,65,<ic>Hand of Midas</ic> is used to increase the gold and experience gain of the hero. It works best when purchased early.
item_hand_of_midas,65,<ic>Hand of Midas</ic> is sometimes purchased when the player wants to collect gold faster than their opponents and don't expect to fight much.
item_hand_of_midas,65,"<ic>Hand of Midas</ic> makes the hero weaker in the short term, but if a hero's team loses little ground it can make for a much stronger late game."
item_oblivion_staff,67,"Oblivion staff provides a mix of damage, increased Intelligence, and attack speed and builds into <ic>Orchid Malevolence</ic> and <ic>Echo Sabre</ic>."
item_pers,69,<ic>Perseverance</ic> provides health and mana regen. It is purchased early to lead into items like <ic>Battle Fury</ic> or <ic>Linken's Sphere</ic>.
item_pers,69,<ic>Perseverance</ic> should not be purchased only for its regeneration effects. There are often better health and mana regen that would benefit the player more.
item_poor_mans_shield,71,"<ic>Poor Man's Shield</ic> is purchased by many melee heroes because it guarantees damage block from enemies, making it easier to survive in lane."
item_poor_mans_shield,71,<ic>Poor Man's Shield</ic> works best on Agility heroes who get the benefit of its damage as well as the armor and attack speed the Agility provides.
item_bracer,73,<ic>Bracer</ic> is usually purchased to temporarily increase a hero's health and build into later items.
item_bracer,73,"<ic>Bracer</ic> gives a mix of attribute bonuses, the most priminent being its Strength boost. It can be upgraded into <ic>Drum of Endurance</ic> and <ic>Rod of Atos</ic>."
item_wraith_band,75,<ic>Wraith Bands</ic> are often purchased early in the game to keep Agility heroes competitive at last hitting.
item_wraith_band,75,<ic>Wraith Band</ic> gives a mix of attributes that mostly increases a hero's Agility. It is often built into a <ic>Ring of Aquila</ic> on Agility heroes.
item_null_talisman,77,<ic>Null Talisman</ic> is usually purchased by Intelligence heroes to increase their damage in lane and help to secure last hits on creeps.
item_null_talisman,77,<ic>Null Talisman</ic> gives a mix of attributes that mostly increases a hero's Intelligence. It can upgrade into <ic>Veil of Discord</ic> or <ic>Dagon</ic>.
item_mekansm,79,<ic>Mekansm</ic> provides strong stats and armor to the hero and its active ability can be use to heal the owner and nearby allies.
item_mekansm,79,<ic>Mekansm</ic> is best used to help a team sustain area of effect damage taken during a fight. Keeping allies alive ensures they can deal more damage in the fight.
item_mekansm,79,<ic>Mekansm</ic> is useful when pushing towers as it can heal any creeps and summons to allow a tower push to continue.
item_vladmir,81,"<ic>Vladmir's Offering</ic> grants an aura that affects nearby allies and provides lifesteal, armor, and increased damage. It also provides a small amount of health and mana regen."
item_vladmir,81,<ic>Vladmir's Offering</ic> is often used to provide an armor aura to nearby creeps and summons so you can keep a hero's units alive versus towers.
item_vladmir,81,<ic>Vladmir's Offering</ic> is usually purchased by carries because of the lifesteal and damage bonus from its aura.
item_flying_courier,84,<ic>Flying Courier</ic> makes a courier faster by letting it fly to its destination instead of walk. It becomes faster and harder to kill.
item_flying_courier,84,<ic>Flying Courier</ic> should be purchased soon after the 3 minute mark to offer better protection to the courier and speed up its deliveries.
item_buckler,86,<ic>Buckler</ic> is an armor item that is mostly purchased on the way to another item like <ic>Mekansm</ic> or <ic>Crimson Guard</ic>.
item_ring_of_basilius,88,"<ic>Ring of Basilius</ic> is a cheap item that is bought for its armor and mana regen aura. It is often built into a <ic>Ring of Aquila</ic>, but can also be used for <ic>Vladmir's Offering</ic>."
item_ring_of_basilius,88,"<ic>Ring of Basilius</ic> helps in the laning stage as it slowly regenerates a hero's mana, grants damage, and helps a hero's creeps survive longer with its armor aura."
item_pipe,90,"<ic>Pipe of Insight</ic> is purchased to increase a hero's magic resistance. It can also help protect allies, especially against area of effect magic damage."
item_pipe,90,<ic>Pipe of Insight</ic> helps a player's team kill towers and enemy barracks by protecting allies and creeps from enemy retribution.
item_urn_of_shadows,92,<ic>Urn of Shadows</ic> catches souls after and enemy is killed. The souls can be used to heal the hero and their allies or to damage the hero's enemies.
item_urn_of_shadows,92,"<ic>Urn of Shadows</ic> provides a good mix of attributes, armor, and mana regeneration but is primarily used to heal allies after a fight."
item_urn_of_shadows,92,<ic>Urn of Shadows</ic> is very effective at countering enemy <ic>Blink Daggers</ic> as it's DoT effect causes <ic>Blink Dagger</ic> to remain on cooldown.
item_headdress,94,"<ic>Headdress</ic> has a health regen aura and small attribute buffs, but is mostly used to upgrade into <ic>Mekansm</ic>, <ic>Pipe of Insight</ic>, or <ic>Vladmir's Offering</ic>."
item_sheepstick,96,"<ic>Scythe of Vyse</ic> can be used to hex opponents, turning them into a harmless critter. When hexed, they cannot cast spells, use items, or attack but they can move at slow critter speeds."
item_sheepstick,96,<ic>Scythe of Vyse</ic> can hex opponents but the hex can be countered by items like <ic>Force Staff</ic> and hard countered by <ic>Lotus Orb</ic>.
item_orchid,98,<ic>Orchid Malevolence</ic> can apply a short silence to opponents and amplifies any damage taken while silenced.
item_orchid,98,<ic>Orchid Malevolence</ic> is commonly purchased on heroes who lack disable and like to gank as it prevents enemies from using spells to defend themselves.
item_orchid,98,<ic>Orchid Malevolence</ic> is best used to kill heroes who rely on their abilities to defend themselves.
item_orchid,98,"<ic>Orchid Malevolence</ic>'s soul burn active can be countered by items like <ic>Manta Style</ic>, <ic>Lotus Orb</ic>, and Eul's Scepter."
item_bloodthorn,250,"<ic>Bloodthorn</ic>'s active ability, <ac>Soul Rend</ac>, is similar to <ic>Orchid Malevolence</ic> but also adds true strike and critical hits to the targeted hero."
item_bloodthorn,250,"<ic>Bloodthorn</ic> is not much stronger than <ic>Orchid Malevolence</ic> despite the increased cost, but it can be worth the cost if a player desires true strike and more firepower."
item_bloodthorn,250,"<ic>Bloodthorn</ic>, like <ic>Orchid Malevolence</ic>, is countered by cheaper items, like <ic>Black King Bar</ic>."
item_echo_sabre,252,<ic>Echo Sabre</ic> helps melee heroes slow and burst down enemies with their strong physical attack.
item_echo_sabre,252,"<ic>Echo Sabre</ic> gives a good mix of benefits that benefit most carries with its health boost, increased attack speed, and mana regen."
item_cyclone,100,"<ic>Eul's Scepter of Divinity</ic> provides movement speed, increased Intelligence, and mana regen as well as the active Cyclone, which can be used on allies or enemies."
item_cyclone,100,<ic>Eul's Scepter of Divinity</ic> can be used to cyclone the hero for a few seconds to avoid damage from opponents or dispel negative debuffs like silence.
item_cyclone,100,The cyclone ability is often used to perfectly time skill shots on fast moving heroes and guarantee a stun.
item_aether_lens,232,"<ic>Aether Lens</ic> increases the cast range of a hero's abilities while also increasing spell damage, mana pool, and mana regeneration."
item_aether_lens,232,The cast range increase from <ic>Aether Lens</ic> can be used by heroes to affect teamfights without putting themselves in harm's way.
item_aether_lens,232,<ic>Aether Lens</ic> helps heroes to keep a range advantage on their opponents during fights.
item_force_staff,102,<ic>Force Staff</ic> is primarily used to push the hero away from danger. It can also be used to force a stunned or disabled ally outside of an opponent's attack and spell range.
item_force_staff,102,"<ic>Force Staff</ic> can often negate an enemy slow or stun by moving the player farther away. When the enemy catches up, the player can then choose to re-engage if desired."
item_force_staff,102,<ic>Force Staff</ic> can be used to push a hero up or down cliffs to help separate them from dangerous situations.
item_force_staff,102,<ic>Force Staff</ic> can be used on opponents to push them towards a hero's base when they don't expect it.
item_hurricane_pike,263,<ic>Hurricane Pike</ic> is a combination of <ic>Force Staff</ic> and <ic>Dragon Lance</ic>. It is often purchased on carries who are easily killed and need to be able to separate themselves from danger.
item_hurricane_pike,263,<ic>Hurricane Pike</ic>'s active Hurricane Thrust pushes the hero and enemy away from one another while increasing attack speed.
item_hurricane_pike,263,"<ic>Hurricane Pike</ic>, like <ic>Dragon Lance</ic>, increases the attack range of the ranged units who wield it."
item_dagon,104,<ic>Dagon</ic> helps to burst down enemies but can be countered by magic resistance and health points.
item_dagon,104,<ic>Dagon</ic> is used as an extra source of magic damage if the hero wants to burst down enemies.
item_dagon,201,<ic>Dagon</ic> 2 does more damage than <ic>Dagon</ic> but is an expensive upgrade for the amount.
item_dagon,202,<ic>Dagon</ic> 3 does 50% more damage than <ic>Dagon</ic> but costs almost twice as much.
item_dagon,203,<ic>Dagon</ic> 4 does more damage than its previous level and comes off cooldown much sooner than <ic>Dagon</ic>.
item_dagon,204,<ic>Dagon</ic> 5 is worth purchasing when you can refresh the cooldown to cast it twice or amplify the damage with <ic>Ethereal Blade</ic>.
item_dagon,204,<ic>Dagon</ic> 5 deals twice the damage of <ic>Dagon</ic> but also has a much lower cooldown and increased cast range.
item_necronomicon,106,<ic>Necronomicon</ic> summons two warriors to fight by the hero's side that deal heavy damage and drain the mana of their opponents.
item_necronomicon,193,<ic>Necronomicon</ic> 2 summons stronger warriors than the baseline version.
item_necronomicon,194,<ic>Necronomicon</ic> 3 provides a true sight aura around the warrior summons which can be useful for detecting <ic>Observer Wards</ic> or invisible heroes.
item_necronomicon,194,<ic>Necronomicon</ic> 3 is stronger when paired with auras that increase damage and attack speed.
item_ultimate_scepter,108,"<ic>Aghanim's Scepter</ic> is purchased when a hero wants health, mana, and attribute increase as well as the ability enhancement that it provides."
item_ultimate_scepter,108,<ic>Aghanim's Scepter</ic> has a very easy buildup for most heroes but doesn't always provide the most needed passive benefits.
item_refresher,110,"When used, <ic>Refresher Orb</ic> resets all ability and item cooldowns on the hero back to zero allowing their use a second time in the same fight."
item_refresher,110,"For some heroes, it can be worthwhile to buy <ic>Refresher Orb</ic> to refresh items mid-battle like <ic>Black King Bar</ic>, <ic>Satanic</ic>, or <ic>Scythe of Vyse</ic>."
item_refresher,110,<ic>Refresher Orb</ic> is rarely purchased but allows you to use the same strong teamfight ultimate twice in a row.
item_refresher,110,<ic>Refresher Orb</ic> is very situational as it's relatively expensive with little passive impact and costs a lot of mana.
item_assault,112,"<ic>Assault Cuirass</ic> provides allies with increased attack speed and armort. It lowers enemy armor, including towers."
item_assault,112,<ic>Assault Cuirass</ic> is best purchased as a late game armor item if the hero deals damage by attacking.
item_assault,112,<ic>Assault Cuirass</ic> works best combined with other sources of negative armor such as <ic>Desolator</ic>.
item_heart,114,<ic>Heart of Tarrasque</ic> increases the health of a hero more than any other item in the game. It also provides a modest Strength boost.
item_heart,114,"<ic>Heart of Tarrasque</ic> passively heals the hero for a large amount when out of combat, allowing you to re-engage after a short time healing."
item_heart,114,<ic>Heart of Tarrasque</ic> works best on high resistance heroes who need heaps of health to live longer or on Strength heroes who benefit its Strength boost.
item_heart,114,<ic>Heart of Tarrasque</ic> works best versus burst damage heroes as they often have difficulty increasing their burst to counter Heart's effect.
item_black_king_bar,116,<ic>Black King Bar</ic> is a staple item as its active makes the hero Spell Immune for a short time. It should be used during teamfights to protect from spell damage and disables.
item_black_king_bar,116,<ic>Black King Bar</ic> is relied upon by many heroes to ensure they can fight up close with enemies who would prefer to use their spells to get kills at the start of the fight.
item_black_king_bar,116,"<ic>Black King Bar</ic> has weak base stats for its cost, but the active helps ensure survival and can help turn teamfights."
item_black_king_bar,116,"If the enemies have a heavy amount of stuns and magic damage, <ic>Black King Bar</ic>'s value is increased greatly making it a situational purchase."
